gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,ahrs_x,ahrs_y,ahrs_z,ahrs_w,datetime,gesture
0.0244750007987,0.02846249938011,0.00769999995828,9.59595012664795,1.36305010318756,-1.41105008125305,41.6812515258789,-32.8500022888184,-25.2750015258789,0.7465985417366,0.16064323484898,0.58883810043335,0.26467722654343,2026-02-25 22:10:19.087,false
0.0244750007987,0.02846249938011,0.00769999995828,9.59595012664795,1.36305010318756,-1.41105008125305,41.6812515258789,-32.8500022888184,-25.2750015258789,0.74643170833588,0.16047357022762,0.58918625116348,0.2644759118557,2026-02-25 22:10:19.100,false
0.10449999570847,-0.00756249995902,0.04427500069141,9.43305015563965,1.1050500869751,-1.46100008487701,41.7562522888184,-32.8875007629395,-25.1625003814697,0.74666786193848,0.16039253771305,0.58927911520004,0.26365032792091,2026-02-25 22:10:19.120,false
0.10449999570847,-0.00756249995902,0.04427500069141,9.43305015563965,1.1050500869751,-1.46100008487701,41.8312530517578,-32.90625,-25.0312519073486,0.74690276384354,0.16031178832054,0.58937186002731,0.26282525062561,2026-02-25 22:10:19.134,false
0.10724999755621,0.01429999992251,-0.00536249997094,9.58800029754639,1.5619500875473,-1.29300010204315,41.8875007629395,-32.9437522888184,-24.9562511444092,0.74696666002274,0.16059741377831,0.58949786424637,0.26218605041504,2026-02-25 22:10:19.154,false
0.10724999755621,0.01429999992251,-0.00536249997094,9.58800029754639,1.5619500875473,-1.29300010204315,41.8875007629395,-32.9437522888184,-24.9562511444092,0.74703001976013,0.1608831435442,0.58962374925613,0.26154670119286,2026-02-25 22:10:19.168,false
0.168850004673,0.01594999991357,-0.02103750035167,9.41805076599121,0.95595002174377,-1.2190500497818,41.9812507629395,-32.9625015258789,-24.7500019073486,0.7472026348114,0.16158477962017,0.58963316679001,0.26059776544571,2026-02-25 22:10:19.188,false
0.168850004673,0.01594999991357,-0.02103750035167,9.41805076599121,0.95595002174377,-1.2190500497818,41.9812507629395,-32.9625015258789,-24.7500019073486,0.74737417697907,0.1622868925333,0.58964198827743,0.25964811444282,2026-02-25 22:10:19.200,false
0.168850004673,0.01594999991357,-0.02103750035167,9.41805076599121,0.95595002174377,-1.2190500497818,42.0187530517578,-32.9812507629395,-24.6562519073486,0.74754428863525,0.16298966109753,0.58965015411377,0.25869780778885,2026-02-25 22:10:19.222,false
0.11123749613762,0.03176249936223,0.00096249999478,9.50505065917969,1.3819500207901,-0.89805006980896,42.0562515258789,-33.0,-24.6000003814697,0.74754029512405,0.16330550611019,0.58989250659943,0.2579565346241,2026-02-25 22:10:19.234,false
0.07617499679327,0.0692999958992,-0.04276249930263,9.4950008392334,1.13595008850098,-1.32000005245209,42.1125030517578,-33.0187530517578,-24.5437507629395,0.74720901250839,0.16411462426186,0.59055668115616,0.25688102841377,2026-02-25 22:10:19.268,false
