gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,ahrs_x,ahrs_y,ahrs_z,ahrs_w,datetime,gesture
-0.00281900004484,-0.03729699924588,-0.03118300065398,-0.63599997758865,-8.9040002822876,-4.34200000762939,47.0999984741211,19.7399997711182,-31.6799983978271,0.39747640490532,-0.4720838367939,0.72288906574249,-0.31077462434769,2026-01-25 12:37:12.699,false
-0.00281900004484,-0.03729699924588,-0.03118300065398,-0.63599997758865,-8.9040002822876,-4.34200000762939,46.7999992370605,19.439998626709,-31.3799991607666,0.39787757396698,-0.47225239872932,0.72254031896591,-0.31081593036652,2026-01-25 12:37:12.717,false
-0.00899999961257,-0.04626699909568,-0.03069600090384,-0.71399998664856,-8.98200035095215,-4.42000007629395,46.7999992370605,19.439998626709,-31.3799991607666,0.39834600687027,-0.47243663668633,0.7221360206604,-0.31087571382523,2026-01-25 12:37:12.734,false
-0.00899999961257,-0.04626699909568,-0.03069600090384,-0.71399998664856,-8.98200035095215,-4.42000007629395,46.7999992370605,19.3799991607666,-31.6799983978271,0.39881399273872,-0.47261974215508,0.72173190116882,-0.3109358549118,2026-01-25 12:37:12.751,false
-0.00899999961257,-0.04626699909568,-0.03069600090384,-0.71399998664856,-8.98200035095215,-4.42000007629395,46.439998626709,19.6800003051758,-31.7399997711182,0.39928206801415,-0.472801476717,0.72132682800293,-0.31099873781204,2026-01-25 12:37:12.767,false
-0.00727300019935,-0.0542859993875,-0.03104799985886,-0.63599997758865,-8.9040002822876,-4.42000007629395,46.7999992370605,19.6800003051758,-31.9200000762939,0.39979511499405,-0.47295054793358,0.72090351581573,-0.31109455227852,2026-01-25 12:37:12.783,false
-0.00727300019935,-0.0542859993875,-0.03104799985886,-0.63599997758865,-8.9040002822876,-4.42000007629395,47.1599998474121,19.7999992370605,-31.5599994659424,0.40030837059021,-0.473100066185,0.72047966718674,-0.31118923425674,2026-01-25 12:37:12.801,false
-0.00718499999493,-0.0658740028739,-0.02394800074399,-0.55699998140335,-9.06099987030029,-4.26300001144409,47.0999984741211,20.0399990081787,-31.5,0.40086564421654,-0.47323977947235,0.71999770402908,-0.31137475371361,2026-01-25 12:37:13.817,false
-0.00718499999493,-0.0658740028739,-0.02394800074399,-0.55699998140335,-9.06099987030029,-4.26300001144409,47.0999984741211,20.0399990081787,-31.5,0.40142261981964,-0.47337880730629,0.7195155620575,-0.31156030297279,2026-01-25 12:37:13.833,false
-0.00625400012359,-0.0657560005784,-0.02181199938059,-0.55699998140335,-8.98200035095215,-4.34200000762939,47.1599998474121,20.0399990081787,-31.8599987030029,0.40196642279625,-0.47351941466331,0.71903246641159,-0.31176057457924,2026-01-25 12:37:13.851,false
-0.00625400012359,-0.0657560005784,-0.02181199938059,-0.55699998140335,-8.98200035095215,-4.34200000762939,47.7599983215332,20.4599990844727,-32.2199974060059,0.40305352210999,-0.47379893064499,0.71806520223618,-0.31216165423393,2026-01-25 12:37:13.884,false
0.00142800004687,-0.0557259991765,-0.02602599933743,-0.55699998140335,-8.98200035095215,-4.34200000762939,47.879997253418,20.4599990844727,-31.8599987030029,0.40353360772133,-0.47390431165695,0.71765595674515,-0.31232264637947,2026-01-25 12:37:13.899,false
0.00142800004687,-0.0557259991765,-0.02602599933743,-0.55699998140335,-8.98200035095215,-4.34200000762939,47.8199996948242,20.4599990844727,-31.8599987030029,0.40401339530945,-0.47400897741318,0.7172464132309,-0.31248381733894,2026-01-25 12:37:13.917,false
